,id,created_at,text,text_clean,word_count,hashtags,entities.mentions,author_id,name,verified,possibly_sensitive,lang,edit_history_tweet_ids,user_location,user_location_USA_state,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,sentiment_vader_raw,sentiment_vader_label,Speculation,Sensationalism,Conspiracy,Hate_Speech,Satire
80313,1927676732502405194,2025-05-28T10:42:02.000Z,3 takeaways from the most authoritative autopsy of the 2024 election yet - Vox https://t.co/O9DaKti9zW,3 takeaways authoritative autopsy 2024 election vox,15.0,[],,98530301.0,Drew M. Capuder,False,False,en,['1927676732502405194'],"Fairmont, West Virginia, USA",Virginia,0.0,0.0,0.0,0.0,0.0,5.0,0.0,neutral,0.0,0.0,0.0,0.0,0.0
29050,1886937042967302293,2025-02-05 00:37:03+00:00,"Y’all, he might have hacked the election in all the states. Even Magat red TN might have elected Kamala and we’ll never know bc 2016’s freakish election of Shitler made 2024 plausible. https://t.co/kDcwSKCSPP",yall hacked election states magat red tn elected kamala know bc 2016s freakish election shitler 2024 plausible,33.0,[],,8.236952809021276e+17,Traumala,False,False,en,['1886937042967302293'],"GA🍑Born, SC🏝& TN🏔Raised",Georgia,0.0,0.0,0.0,0.0,0.0,14.0,-0.5719,negative,1.0,1.0,1.0,1.0,0.0
86407,1903946643084550148,2025-03-23T23:07:07.000Z,"Hey you #MAGACultMoron d-bag! During the 2024 election cycle, #BigPharma spent more on #GOP candidates than #Democrat candidates. But, in typical #FoxNews style, you focus only on your facts, which leads to a wrong conclusion. #Trump #ElonIsANazi https://t.co/W2wvKDO9K5 https://t.co/eHzEOjnItY",hey magacultmoron dbag 2024 election cycle bigpharma spent gop candidates democrat candidates typical foxnews style focus facts leads wrong conclusion trump elonisanazi,39.0,"['#magacultmoron', '#bigpharma', '#gop', '#democrat', '#foxnews', '#trump', '#elonisanazi']",,2803991304.0,Yeshua 🇺🇦🇨🇦🇬🇱🇵🇦🏳️‍🌈💙🤟,False,False,en,['1903946643084550148'],"Houston, TX ",Texas,0.0,0.0,0.0,0.0,0.0,12.0,-0.631,negative,0.0,0.0,0.0,1.0,0.0
6253,1854131987340038368,2024-11-06 12:01:28+00:00,"The #USElection stress is taking a toll on Americans, with 17% - almost 45 million people - reporting election stress that's negatively impacted their #sleep, according to the National Sleep Foundation. https://t.co/pQX5NIPliV",uselection stress taking toll americans 17 45 million people reporting election stress thats negatively impacted sleep according national sleep foundation,32.0,"['#uselection', '#sleep']",,1.5135867276419154e+18,MedBound Times,False,False,en,['1854131987340038368'],Chicago,,0.0,0.0,0.0,0.0,0.0,1.0,-0.6808,negative,0.0,0.0,0.0,0.0,0.0
7726,1856215764300181942,2024-11-12 06:01:39+00:00,"Bluesky adds 700,000 new members as users flee X after the US election | Bluesky | The Guardian https://t.co/piedylCB4t",bluesky adds 700000 new members users flee x election bluesky guardian,19.0,[],,7.063015168780943e+17,James F. Love IV,False,False,en,['1856215764300181942'],"Ohio, USA",Ohio,0.0,0.0,1.0,0.0,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.0,0.0
72924,1900876512569815307,2025-03-15T11:47:31.000Z,@YSJaganAdda @AskPerplexity @UttarandhraNow Then why do people from vizag are not voting for yscrp(see 2024 election percentage statistics) from the last 3-4 Assembly elections.,people vizag voting yscrpsee 2024 election percentage statistics 34 assembly elections,24.0,[],"[{'start': 0, 'end': 12, 'username': 'YSJaganAdda', 'id': '3029349731'}, {'start': 13, 'end': 27, 'username': 'AskPerplexity', 'id': '1882198073168080896'}, {'start': 28, 'end': 43, 'username': 'UttarandhraNow', 'id': '2803681638'}]",1.5207678810087916e+18,Paruchuri Rajesh,False,False,en,['1900876512569815307'],,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,neutral,1.0,1.0,0.0,0.0,0.0
42374,1853254594152821038,2024-11-04 01:55:01+00:00,"Other than all of the HATE, LIES and CHEATING, How will the 2024 Presidential Election be remembered, 
The 2024 DIDDYCRAT Election is my belief. https://t.co/llK0AbiBfY",hate lies cheating 2024 presidential election remembered 2024 diddycrat election belief,25.0,[],,168091102.0,Steve Kerwin,False,False,en,"['1853249468914692399', '1853254594152821038']",MAGA America / Global,Georgia,0.0,0.0,0.0,0.0,0.0,23.0,-0.8779,negative,1.0,1.0,0.0,1.0,0.0
53894,1868276736129126691,2024-12-15 12:47:39+00:00,2024 1104 US election even with UW interval flow SPXW option OTM huge buy side. https://t.co/Ks6GEw3r2U,2024 1104 election uw interval flow spxw option otm huge buy,16.0,[],,1.519213486592897e+18,The Unknown Meet,False,True,en,['1868276736129126691'],Taiwan,,0.0,1.0,0.0,0.0,0.0,9.0,0.3182,positive,0.0,1.0,0.0,0.0,0.0
66487,1888659890769743873,2025-02-09 18:43:02+00:00,"@brui4ns1 @TomiLahren Federal Grand Jury indict Trump 2022-2024
""After losing the election, Trump conspired to spread knowingly falseclaims of election fraud, to obstruct election""
Trump Collusion CONfession 
President has absoluteimmunity from CRIMINAL prosecution

https://t.co/Hud2Z5mTxe https://t.co/X22a7IhUg5",federal grand jury indict trump 20222024 losing election trump conspired spread knowingly false claims election fraud obstruct election trump collusion confession president absolute immunity criminal prosecution,37.0,[],"[{'start': 0, 'end': 9, 'username': 'brui4ns1', 'id': '1518791730916732932'}, {'start': 10, 'end': 21, 'username': 'TomiLahren', 'id': '468646961'}]",1.7677642940310036e+18,(((Jess Naomi🎗️ Jewish))) 🏳️‍⚧️GenderQueer🏳️‍🌈,False,False,en,['1888659890769743873'],,,0.0,0.0,0.0,0.0,0.0,0.0,-0.875,negative,1.0,1.0,1.0,0.0,0.0
14791,1866463422595960837,2024-12-10 12:42:11+00:00,"🔴‘Britain’s Deeply Unfair Two-Party Electoral System is Dying and MPs Know It’

Startling new research reveals that this year’s General Election was the ‘most disproportionate ever’ with millions of votes wasted, reports @josiahmortimer 

https://t.co/C0TrUXsgne",britains deeply unfair twoparty electoral dying mps know startling new research reveals years general election disproportionate millions votes wasted reports,34.0,[],"[{'start': 221, 'end': 236, 'username': 'josiahmortimer', 'id': '225585391'}]",1.035418272764715e+18,Byline Times,False,False,en,['1866463422595960837'],"London, UK",,6.0,1.0,9.0,0.0,2.0,1723.0,-0.7425,negative,0.0,0.0,0.0,0.0,0.0
24493,1880598516470354193,2025-01-18 12:50:00+00:00,The influence of wealthy donors and dark money reached unprecedented levels in the 2024 election — much of which would have been illegal before the Supreme Court's Citizens United decision. https://t.co/LuCIVaElYO,influence wealthy donors dark money reached unprecedented levels 2024 election illegal supreme courts citizens united decision,31.0,[],,20707070.0,Brennan Center,True,False,en,['1880598516470354193'],New York & Washington D.C.,New York,2.0,0.0,2.0,1.0,2.0,286.0,0.6908,positive,0.0,0.0,0.0,0.0,0.0
34369,1894356358612308390,2025-02-25 11:58:45+00:00,"According to Grok, more billionaires supported the Democrats in the 2024 election, but more funds was given in total to the Republicans:

- Republicans: 52 billionaires, $1.36 billion
- Democrats: 83 billionaires, $413 million",according grok billionaires supported democrats 2024 election funds given total republicans republicans 52 billionaires 136 billion democrats 83 billionaires 413 million,34.0,[],,1.0931333409815552e+18,Andre Symes,False,False,en,['1894356358612308390'],"London, England",,0.0,0.0,0.0,0.0,0.0,23.0,0.1997,positive,1.0,1.0,0.0,0.0,0.0
54324,1868793852309684226,2024-12-16 23:02:29+00:00,"@InsafPK @SHaiderRMehdi Free Imran Khan - the Super Advocate of Peace, Justice, Equality, HumanRights in the World

He is the only true leader of Pakistani Nation elected by two-third majority in Pak election 2024

He supports Pak-US relations on equality
#FreeImranKhan 
#thankyou_Richard
#thankyou_Matt https://t.co/fps9m4ObaV",free imran khan super advocate peace justice equality humanrights world true leader pakistani nation elected twothird majority pak election 2024 supports pakus relations equality freeimrankhan thankyou_richard thankyou_matt,44.0,"['#freeimrankhan', '#thankyou_richard', '#thankyou_matt']","[{'start': 0, 'end': 8, 'username': 'InsafPK', 'id': '95151029'}, {'start': 9, 'end': 23, 'username': 'SHaiderRMehdi', 'id': '29683692'}]",1.1421320521013576e+18,ALI 🕌,False,False,en,['1868793852309684226'],London-Lahore,,0.0,0.0,0.0,0.0,0.0,1.0,0.9607,positive,1.0,1.0,0.0,0.0,0.0
5567,1853799782017269771,2024-11-05 14:01:24+00:00,Why Election Day is over before it begins for many Inland Empire voters https://t.co/IPV6uNfsOx,election day begins inland empire voters,14.0,[],,48791466.0,Redlands Daily Facts,False,False,en,['1853799782017269771'],"Redlands, CA",California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.0,0.0
23981,1879873236709622086,2025-01-16 12:48:00+00:00,"@VigilantFox I wish she’d said, “The special counsel that I will appoint will be assigned to dig into every swing state in the 2020 election, along with the 2022 election, and 2024 election results of all Senators and Congressmen that lost in states Trump won.  These reports will be fully… https://t.co/0ZPFAlsFDf",wish shed said special counsel appoint assigned dig swing state 2020 election 2022 election 2024 election results senators congressmen lost states trump won reports fully,51.0,[],"[{'start': 0, 'end': 12, 'username': 'VigilantFox', 'id': '191871143'}]",1.5187391096317297e+18,Hammer 🇺🇸🙏,False,False,en,['1879873236709622086'],USA 🇺🇸,,0.0,0.0,0.0,0.0,0.0,34.0,0.7783,positive,1.0,1.0,1.0,0.0,0.0
31414,1890274511473504440,2025-02-14 05:38:57+00:00,@elonmusk Wound it have been possible for Donald Trump to win the 2024 Election if Elon did not purchase twitter and create X?,wound possible donald trump win 2024 election elon did purchase twitter create x,23.0,[],"[{'start': 0, 'end': 9, 'username': 'elonmusk', 'id': '44196397'}]",7.276481681716101e+17,E X X ➠A L E R T S,False,False,en,['1890274511473504440'],"Florida, USA",Florida,1.0,22.0,48.0,0.0,0.0,3845.0,0.7096,positive,1.0,1.0,0.0,0.0,0.0
59571,1877227123674325028,2025-01-09 05:33:18+00:00,"January 9th 2024

Market is closed today.
SPY participants tested that election gap with a reaction but they still have to contend with the 100-Day-SMA approx around $580, might just give it to Friday EOD to see which direction the market would like to go before long/short scalps https://t.co/FCVkL0GDqF",january 9th 2024 market closed today spy participants tested election gap reaction contend 100daysma approx 580 just friday eod direction market like longshort scalps,49.0,[],,1.156695342290821e+18,Katerino Pepperino,False,False,en,['1877227123674325028'],,,0.0,0.0,1.0,0.0,0.0,22.0,0.5499,positive,0.0,0.0,0.0,0.0,0.0
62594,1881980195504357620,2025-01-22 08:20:18+00:00,"#Nifty50 .
Nifty has been following this trend line since 2020 in Monthly Time frame
On RSI front,it has taken multiple support at 50-55 range.
If in case,this trend line breaks, then best support for Nifty is going to be june 4th/2024 which is the election day low(21500 - 22000) https://t.co/fLngJY17G9",nifty50 nifty following trend line 2020 monthly time frame rsi frontit taken multiple support 5055 range casethis trend line breaks best support nifty going june 4th2024 election day low21500 22000,51.0,['#nifty50'],,1.8047344836371333e+18,bharateshkumar,False,False,en,['1881980195504357620'],Bangalore,,0.0,0.0,0.0,0.0,0.0,46.0,0.9325,positive,0.0,1.0,0.0,0.0,0.0
19543,1873167970815623571,2024-12-29 00:43:40+00:00,J6 'QAnon Shaman' Jacob Chansley: Kamala Harris Certifying Her Own Election Defeat Proves 'God Has a Sense of Humor' (VIDEO) | The Gateway Pundit | by Ben Kew https://t.co/LYzazLTL6N,j6 qanon shaman jacob chansley kamala harris certifying election defeat proves god sense humor video gateway pundit ben kew,29.0,[],,1.755361752370307e+18,Gayle,False,False,en,['1873167970815623571'],,,0.0,0.0,0.0,0.0,0.0,2.0,0.0516,positive,1.0,1.0,1.0,0.0,0.0
55404,1870281306183217556,2024-12-21 01:33:06+00:00,Hitler got 4 write-in votes in Central Florida for the 2024 election. That's 1 more vote than for Colin Powell. 🤣 https://t.co/gjWa1Fv8wn,hitler got 4 writein votes central florida 2024 election thats 1 vote colin powell,22.0,[],,1.2232933827656294e+18,P33 W33,False,False,en,['1870281306183217556'],California ,California,0.0,0.0,0.0,0.0,0.0,10.0,0.0,neutral,0.0,0.0,0.0,0.0,1.0
72693,1900163838655258937,2025-03-13T12:35:37.000Z,"@DaveLukasTrader @ThePatriotOasis Warren Buffett didn’t say Trump is making the “best financial decisions for America in 50 years.” Buffett has been critical of Trump’s policies, especially tariffs, calling them an “economic act of war” in a March 2025 CBS interview. He also stayed neutral in the 2024 election,… https://t.co/a5ebC2Z25r",warren buffett didnt say trump making best financial decisions america 50 years buffett critical trumps policies especially tariffs calling economic act war march 2025 cbs interview stayed neutral 2024 election,49.0,[],"[{'start': 0, 'end': 16, 'username': 'DaveLukasTrader', 'id': '1188848405549854725'}, {'start': 17, 'end': 33, 'username': 'ThePatriotOasis', 'id': '1392538357251469312'}]",1.7206651831889224e+18,Grok,True,False,en,['1900163838655258937'],wherever you are,,0.0,0.0,0.0,0.0,0.0,37.0,-0.25,negative,0.0,0.0,0.0,0.0,0.0
62825,1882502891870822760,2025-01-23 18:57:19+00:00,"By October 2021, GCR was placing big bets on Trump winning the 2024 election.

His position grew so large that finding enough liquidity on exchanges became impossible.

He turned to direct OTC deals with Alameda Research.

A year later, a leak from Alameda’s balance sheet… https://t.co/w25UWoLz8a https://t.co/7JZMz0ViXw",october 2021 gcr placing big bets trump winning 2024 election position grew large finding liquidity exchanges impossible turned direct otc deals alameda research year later leak alamedas balance sheet,47.0,[],,1.4720553910727516e+18,HinkoK,False,False,en,['1882502891870822760'],,,0.0,1.0,4.0,0.0,0.0,77.0,0.25,positive,1.0,1.0,0.0,0.0,0.0
32178,1891279756412191036,2025-02-17 00:13:26+00:00,"@JSAscension @SabbySabs2 Elon never said he actually switched parties.  All kinds of Americans support President Trump, not just right wing republicans.  The 2024 election proved that.",elon said actually switched parties kinds americans support president trump just right wing republicans 2024 election proved,26.0,[],"[{'start': 0, 'end': 12, 'username': 'JSAscension', 'id': '1435461256815726594'}, {'start': 13, 'end': 24, 'username': 'SabbySabs2', 'id': '1187915088960917504'}]",1.656081983095685e+18,Toni,False,False,en,['1891279756412191036'],"Louisville, KY",Kentucky,0.0,1.0,0.0,0.0,0.0,12.0,0.6597,positive,1.0,1.0,0.0,0.0,0.0
60685,1878972465235247307,2025-01-14 01:08:39+00:00,"US election 2024: Swingstate Arizona

https://t.co/oLHsQGfwM2 https://t.co/AZCob3Y7Ws",election 2024 swingstate arizona,7.0,[],,1.439945731129987e+18,USA NEWS 🇺🇸🇨🇦,False,False,en,['1878972465235247307'],New York,New York,0.0,0.0,0.0,0.0,0.0,3.0,0.0,neutral,0.0,0.0,0.0,0.0,0.0
42663,1853407061263978971,2024-11-04 12:00:52+00:00,"🙏🏾 Join us in prayer, hourly, leading up to and through Election Day.
 
👉🏾 We will post prayers every hour, and you can find the collection here: https://t.co/x4GYL7rHoQ

#2024ElectionPrayers #ElectionPrayers #JustWorldForALL #OurFaithOurVote #VoteWithLove https://t.co/RaZpx6X2um",join prayer hourly leading election day post prayers hour collection 2024electionprayers electionprayers justworldforall ourfaithourvote votewithlove,34.0,"['#2024electionprayers', '#electionprayers', '#justworldforall', '#ourfaithourvote', '#votewithlove']",,15949070.0,United Church of Christ,False,False,en,['1853407061263978971'],United States of America,,1.0,1.0,1.0,0.0,0.0,4.0,0.296,positive,0.0,0.0,0.0,0.0,0.0
81304,1931319875487584439,2025-06-07T11:58:35.000Z,@krassenstein If Trump is in the Epstein files don't you think that the Democrat crazies would have used it to influence the 2024 election??? Total BS.,trump epstein files dont think democrat crazies used influence 2024 election total bs,26.0,[],"[{'start': 0, 'end': 13, 'username': 'krassenstein', 'id': '133938408'}]",8.04708778843181e+17,Richard,False,False,en,['1931319875487584439'],,,0.0,2.0,1.0,0.0,0.0,19.0,0.0,neutral,1.0,1.0,1.0,0.0,0.0
47217,1858835621344653432,2024-11-19 11:32:02+00:00,"Follow up to last week's online event ""Town Hall: Organizing Against Anti-Haitianism After the US Election""

Recording is available here: https://t.co/2xZgwBh8GF

Discussion notes available here: https://t.co/oAgKIKjtNv https://t.co/HaV2F0Bcev",follow weeks online event town hall organizing antihaitianism election recording available discussion notes available,27.0,[],,940248673.0,Haitian Studies,False,False,en,['1858835621344653432'],,,0.0,0.0,0.0,0.0,1.0,32.0,0.0,neutral,0.0,0.0,0.0,0.0,0.0
24593,1880685881759309898,2025-01-18 18:37:10+00:00,"@YourAnonCentral Believe me, we feel the same about joe bidens entire cabinet. Doesn’t mean it’s going to happen. MAGA has to work and support themselves, their families and the rest of the country, including lazy ass Democrats. That is why we don’t protest. We fucking vote. (See 2024 election)",believe feel joe bidens entire cabinet doesnt mean going happen maga work support families rest country including lazy ass democrats dont protest fucking vote 2024 election,49.0,[],"[{'start': 0, 'end': 16, 'username': 'YourAnonCentral', 'id': '373157754'}]",1.8418729732689388e+18,JoeBidensDirtyDiaper,False,False,en,['1880685881759309898'],Blue side of the mountain ,,0.0,0.0,2.0,0.0,0.0,6.0,-0.3736,negative,0.0,0.0,0.0,1.0,0.0
54665,1869362477940523222,2024-12-18 12:42:00+00:00,"🗳 COULD YOU BECOME A FED REP?

Members are encouraged to take a full part in the Police Federation elections by putting themselves forward for election as a workplace representative or by voting for their preferred candidates and their local chair.

MORE: https://t.co/hOpWixyfjv https://t.co/LzESFLR6rx",fed rep members encouraged police federation elections putting forward election workplace representative voting preferred candidates local chair,44.0,[],,9.330387819130102e+17,Derbyshire Police Fed,False,False,en,['1869362477940523222'],Derbyshire,,0.0,0.0,0.0,0.0,0.0,15.0,0.3612,positive,0.0,0.0,0.0,0.0,0.0
75665,1911039586731491370,2025-04-12T12:51:57.000Z,"@jimstewartson That Miles Taylor executive order was the clearest signal yet.  It was Taylor, after all, who played keepaway with “the Playbook” after the 2024 election when Martial Law was an abstract concept Trump was interested in.  That kept Trump from understanding the power he’d have.",miles taylor executive order clearest signal taylor played keepaway playbook 2024 election martial law abstract concept trump interested kept trump understanding power hed,46.0,[],"[{'start': 0, 'end': 14, 'username': 'jimstewartson', 'id': '256154569'}]",6623622.0,Nick,False,False,en,['1911039586731491370'],"Green Bay, WI",Wisconsin,0.0,0.0,1.0,0.0,0.0,10.0,0.6249,positive,1.0,1.0,1.0,0.0,0.0
63720,1883982723985088879,2025-01-27 20:57:38+00:00,When are these forensic audits on the 2024 election starting? @HouseDemocrats @SenateDems @DemGovs @KamalaHarris https://t.co/0jOdMVkFjL https://t.co/7Rrj44zT1S,forensic audits 2024 election starting,16.0,[],"[{'start': 62, 'end': 77, 'username': 'HouseDemocrats', 'id': '43963249'}, {'start': 78, 'end': 89, 'username': 'SenateDems', 'id': '73238146'}, {'start': 90, 'end': 98, 'username': 'DemGovs', 'id': '38477209'}, {'start': 99, 'end': 112, 'username': 'KamalaHarris', 'id': '30354991'}]",141321732.0,Susan R,False,False,en,['1883982723985088879'],MA,Massachusetts,0.0,0.0,0.0,0.0,0.0,3.0,0.0,neutral,1.0,1.0,0.0,0.0,0.0
52561,1866328536316878999,2024-12-10 03:46:12+00:00,"Same news outlet.

Two different elections.

One much more decisive than the other.

Yet, somehow, the less decisive election *was* a mandate, and the latter was not.

The absolute state of the American media in 2024. https://t.co/dvYxE9q1kA",news outlet different elections decisive decisive election mandate absolute state american media 2024,37.0,[],,1.3420446956026225e+18,America First Perspective,False,True,en,['1866328536316878999'],Ohio,Ohio,0.0,0.0,0.0,0.0,0.0,31.0,0.4215,positive,1.0,1.0,0.0,0.0,1.0
10206,1860033943283597725,2024-11-22 18:53:44+00:00,"Canada’s prime minister signaled a return to his free-spending playbook as inflation wanes and an election looms, accelerating a bond selloff on to expectations of faster growth and a deeper deficit. https://t.co/KvyJoEmDom",canadas prime minister signaled return freespending playbook inflation wanes election looms accelerating bond selloff expectations faster growth deeper deficit,32.0,[],,588261604.0,Bloomberg Asia,True,False,en,['1860033943283597725'],,,0.0,0.0,1.0,0.0,0.0,185.0,-0.1779,negative,0.0,0.0,0.0,0.0,0.0
16247,1868529087268184090,2024-12-16 05:30:24+00:00,"@Michell33650674 You should be deep platformed for your outrageous and scandalous misinformation. 2024 was basically the most fair election in the last 15+ years. In addition, Trump is not able to run in 2028 and if you had a half a brain you would realize that!",deep platformed outrageous scandalous misinformation 2024 basically fair election 15 years addition trump able run 2028 half brain realize,46.0,[],"[{'start': 0, 'end': 16, 'username': 'Michell33650674', 'id': '1520325324457787393'}]",443930454.0,TruMark E.S.,False,False,en,['1868529087268184090'],,,0.0,0.0,1.0,0.0,0.0,4.0,-0.7275,negative,0.0,0.0,0.0,0.0,0.0
12492,1863296368879579477,2024-12-01 18:57:27+00:00,NDC's Rally Numbers Surge: Over 100k on the Streets in 2024—A Miraculous Momentum Towards Election Victory? https://t.co/vi8oR7JlbR,ndcs rally numbers surge 100k streets 2024a miraculous momentum election victory,17.0,[],,506054877.0,Frederick,False,False,en,['1863296368879579477'],"Accra, Ghana",,0.0,0.0,0.0,0.0,0.0,11.0,0.0,neutral,1.0,1.0,0.0,0.0,0.0
65412,1886941562552095158,2025-02-05 00:55:00+00:00,I hear #Crickets from @RashidaTlaib I remember her protecting against @KamalaHarris and moved the voted to @DrJillStein who only comes out like a worm when there is a President election in 2016 and 2024 for @realDonaldTrump #KARMA https://t.co/fnrpRZhZIf https://t.co/L6EQNSbZSD,hear crickets remember protecting moved voted comes like worm president election 2016 2024 karma,39.0,"['#crickets', '#karma']","[{'start': 22, 'end': 35, 'username': 'RashidaTlaib', 'id': '435331179'}, {'start': 70, 'end': 83, 'username': 'KamalaHarris', 'id': '30354991'}, {'start': 107, 'end': 119, 'username': 'DrJillStein', 'id': '111216929'}, {'start': 207, 'end': 223, 'username': 'realDonaldTrump', 'id': '25073877'}]",90123499.0,Dee,False,False,en,['1886941562552095158'],USA,,0.0,0.0,1.0,0.0,1.0,24.0,0.3612,positive,1.0,1.0,0.0,0.0,0.0
33421,1893101290571407370,2025-02-22 00:51:34+00:00,"@CoolBreezeII @danker_hank How rich! 

https://t.co/k4Ij2qg2TZ

https://t.co/aQV76BpRud

We’re just sick of taking it! Dont like it? Consider how you treat others!",_hank rich just sick taking dont like consider treat,20.0,[],"[{'start': 0, 'end': 13, 'username': 'CoolBreezeII', 'id': '27070498'}, {'start': 14, 'end': 26, 'username': 'danker_hank', 'id': '1526312119'}]",4876607114.0,@Gingersnap7163.bsky.social,False,False,en,['1893101290571407370'],Earth,,0.0,0.0,0.0,0.0,0.0,18.0,0.224,positive,0.0,0.0,0.0,0.0,0.0
21724,1876703558629773546,2025-01-07 18:52:50+00:00,"Reposting SC Smith's October 2024 report as we await his final report which BETTER be RELEASED! [Report is linked in article.]

https://t.co/UDzVrzmsGq",reposting sc smiths october 2024 report await final report better released report linked article,22.0,[],,1.6132494414770586e+18,Emma Ella,False,False,en,['1876703558629773546'],,,0.0,0.0,0.0,0.0,0.0,0.0,0.5106,positive,0.0,1.0,0.0,0.0,0.0
54168,1868614818619355277,2024-12-16 11:11:04+00:00,"America Trump Train Political T Shirt Outlaw 2024 Vote For A Felon Convicted Not Guilty Republican Election Voters...
🔗 https://t.co/tsexQLNhrz https://t.co/vxAbBaYOzd",america trump train political t shirt outlaw 2024 vote felon convicted guilty republican election voters,21.0,[],,1.852432505024254e+18,Bartholomew Smith 🇺🇸,False,False,en,['1868614818619355277'],"Austin, TX",Texas,0.0,0.0,0.0,0.0,0.0,4.0,0.3252,positive,0.0,0.0,0.0,0.0,0.0
35323,1895706609646780887,2025-03-01 05:24:10+00:00,"@RepCharlieDent Putin / Musk rigged 2024 now the bill is due 
""The election campaign is over,"" Patrushev noted. ""To achieve success in the election, Donald Trump relied on certain forces to which he has corresponding obligations. As a responsible person, he will be obliged to fulfill them.""",putin musk rigged 2024 election campaign patrushev noted achieve success election donald trump relied certain forces corresponding obligations responsible person obliged fulfill,47.0,[],"[{'start': 0, 'end': 15, 'username': 'RepCharlieDent', 'id': '242376736'}]",3436752761.0,Mary Miller🇺🇸🦅💙💙,False,False,en,['1895706609646780887'],,,0.0,0.0,0.0,0.0,0.0,3.0,0.8176,positive,1.0,1.0,1.0,0.0,0.0
51931,1865449091125346689,2024-12-07 17:31:36+00:00,"These old, senile PARASITES tried to destroy America. They used TRANS/ILLEGALS to steal the 2024 election/were never PATRIOTS. Complete SCUM who only built ghettos and spread hate, being evil. The world will not miss you or your crimes. 

WE NEED TERM LIMITS/SECURE ELECTIONS. https://t.co/6r917IsPGX",old senile parasites tried destroy america used transillegals steal 2024 electionwere patriots complete scum built ghettos spread hate evil world miss crimes need term limitssecure elections,44.0,[],,1.6542109871832064e+18,Son of Black Wolf 🇺🇸🇨🇦🇮🇹🇮🇱,False,False,en,['1865449091125346689'],,,0.0,0.0,0.0,0.0,0.0,9.0,-0.9366,negative,1.0,1.0,1.0,1.0,0.0
30345,1888750170717687977,2025-02-10 00:41:46+00:00,@SenWhitehouse GROW UP KID You may want to stop crying so much loser Americans approve of trump by huge amount Trump's rising popularity since Election Day 2024 is particularly notable. He has gained roughly 8 percentage points of net favorability in the average poll since Nov5.,grow kid want stop crying loser americans approve trump huge trumps rising popularity election day 2024 particularly notable gained roughly 8 percentage points net favorability average poll nov5,46.0,[],"[{'start': 0, 'end': 14, 'username': 'SenWhitehouse', 'id': '242555999'}]",1.746915273649619e+18,T Bailey,False,False,en,['1888750170717687977'],,,0.0,0.0,0.0,0.0,0.0,7.0,-0.1725,negative,1.0,1.0,0.0,1.0,0.0
378,1847058049648971941,2024-10-17 23:32:10+00:00,"@newstart_2024 Election Song: Kick Socialism’s Ass!
https://t.co/S3RY5D890G",_2024 election song kick socialisms ass,7.0,[],"[{'start': 0, 'end': 14, 'username': 'newstart_2024', 'id': '1109532876310302721'}]",718908444.0,Walter Horsting,False,False,en,['1847058049648971941'],"Sacramento, CA",California,0.0,0.0,0.0,0.0,0.0,2.0,-0.5423,negative,0.0,0.0,0.0,0.0,0.0
6491,1854252726852473150,2024-11-06 20:01:15+00:00,"Donald Trump has been officially declared the 47th President of the United States. 

https://t.co/yvKSjLEAHY",donald trump officially declared 47th president united states,14.0,[],,17629328.0,Review of Journalism,False,False,en,['1854252726852473150'],"Toronto, Canada",,0.0,0.0,1.0,0.0,0.0,3.0,0.4215,positive,1.0,1.0,0.0,0.0,0.0
56626,1872202226426331500,2024-12-26 08:46:09+00:00,The Role of Social Media in Fueling Political Violence: Indonesian Presidential Election - https://t.co/2edfEfaNLj Role of Social Media in Fueling Political Violence: Indo... https://t.co/kZCBwbiXfo,role social media fueling political violence indonesian presidential election role social media fueling political violence indo,24.0,[],,1467482107.0,Modern Diplomacy,False,False,en,['1872202226426331500'],Bulgaria,,0.0,0.0,1.0,0.0,0.0,58.0,-0.8481,negative,0.0,0.0,0.0,0.0,0.0
37920,1899327002462523673,2025-03-11 05:10:19+00:00,"MUSK AND TRUMP RIGGED THE 2024 ELECTION. 
A CONFESSION BY TRUMP IN THE OVAL
“I WOULD NOT HAVE WON BUT ELON KNOWS COMPUTERS 
AND RIGGED THE ELECTION” YOUR WORDS.
THIS IS A SLOW COUP HAPPENING 
THEY COMMITTED TREASON 
IMMEDIATE REMOVAL THEN PRISON.NOTMYPRESIDNT https://t.co/0r96uRhbq7",musk trump rigged 2024 election confession trump oval won elon knows computers rigged election words slow coup happening committed treason immediate removal prisonnotmypresidnt,43.0,[],,9.994011361959444e+17,Marsha,False,False,en,['1899327002462523673'],United States,,0.0,0.0,1.0,0.0,0.0,45.0,-0.8019,negative,1.0,1.0,1.0,0.0,0.0
2114,1848605235507277870,2024-10-22 06:00:08+00:00,Can I leave work to vote in Wisconsin? What workers should know about their rights https://t.co/40OiyiOFCU,leave work vote wisconsin workers know rights,16.0,[],,16544024.0,Journal Sentinel,False,False,en,['1848605235507277870'],"Milwaukee, WI",Wisconsin,0.0,0.0,0.0,0.0,0.0,11.0,-0.0516,negative,0.0,0.0,0.0,0.0,0.0
